abcd | ef | ghij || klmnopqrs ||
0110 | 11 | 0011 || 000000010 || 06/03 = 02
0110 | 11 | 0100 || 000000001 || 06/04 = 01
0110 | 11 | 0101 || 000000001 || 06/05 = 01
0110 | 11 | 0110 || 000000001 || 06/06 = 01
0110 | 11 | 0111 || 000000000 || 06/07 = 00
0110 | 11 | 1000 || 000000000 || 06/08 = 00
0110 | 11 | 1001 || 000000000 || 06/09 = 00
0110 | 11 | 1010 || 000000000 || 06/10 = 00
0110 | 11 | 1011 || 000000000 || 06/11 = 00
0110 | 11 | 1100 || 000000000 || 06/12 = 00
0110 | 11 | 1101 || 000000000 || 06/13 = 00
0110 | 11 | 1110 || 000000000 || 06/14 = 00
0110 | 11 | 1111 || 000000000 || 06/15 = 00
0111 | 11 | 0000 || 011111111 || 07/00 = XX
0111 | 11 | 0001 || 000000111 || 07/01 = 07
0111 | 11 | 0010 || 000000011 || 07/02 = 03
0111 | 11 | 0011 || 000000010 || 07/03 = 02
0111 | 11 | 0100 || 000000001 || 07/04 = 01
0111 | 11 | 0101 || 000000001 || 07/05 = 01
0111 | 11 | 0110 || 000000001 || 07/06 = 01
0111 | 11 | 0111 || 000000001 || 07/07 = 01
0111 | 11 | 1000 || 000000000 || 07/08 = 00
0111 | 11 | 1001 || 000000000 || 07/09 = 00
0111 | 11 | 1010 || 000000000 || 07/10 = 00
0111 | 11 | 1011 || 000000000 || 07/11 = 00
0111 | 11 | 1100 || 000000000 || 07/12 = 00
0111 | 11 | 1101 || 000000000 || 07/13 = 00
0111 | 11 | 1110 || 000000000 || 07/14 = 00
0111 | 11 | 1111 || 000000000 || 07/15 = 00
1000 | 11 | 0000 || 011111111 || 08/00 = XX
1000 | 11 | 0001 || 000001000 || 08/01 = 08
1000 | 11 | 0010 || 000000100 || 08/02 = 04
1000 | 11 | 0011 || 000000010 || 08/03 = 02
1000 | 11 | 0100 || 000000010 || 08/04 = 02
1000 | 11 | 0101 || 000000001 || 08/05 = 01
1000 | 11 | 0110 || 000000001 || 08/06 = 01
1000 | 11 | 0111 || 000000001 || 08/07 = 01
1000 | 11 | 1000 || 000000001 || 08/08 = 01
1000 | 11 | 1001 || 000000000 || 08/09 = 00
1000 | 11 | 1010 || 000000000 || 08/10 = 00
1000 | 11 | 1011 || 000000000 || 08/11 = 00
1000 | 11 | 1100 || 000000000 || 08/12 = 00
1000 | 11 | 1101 || 000000000 || 08/13 = 00
1000 | 11 | 1110 || 000000000 || 08/14 = 00
1000 | 11 | 1111 || 000000000 || 08/15 = 00
1001 | 11 | 0000 || 011111111 || 09/00 = XX
1001 | 11 | 0001 || 000001001 || 09/01 = 09
1001 | 11 | 0010 || 000000100 || 09/02 = 04
1001 | 11 | 0011 || 000000011 || 09/03 = 03
1001 | 11 | 0100 || 000000010 || 09/04 = 02
1001 | 11 | 0101 || 000000001 || 09/05 = 01
1001 | 11 | 0110 || 000000001 || 09/06 = 01
1001 | 11 | 0111 || 000000001 || 09/07 = 01
1001 | 11 | 1000 || 000000001 || 09/08 = 01
1001 | 11 | 1001 || 000000001 || 09/09 = 01
1001 | 11 | 1010 || 000000000 || 09/10 = 00
1001 | 11 | 1011 || 000000000 || 09/11 = 00
1001 | 11 | 1100 || 000000000 || 09/12 = 00
1001 | 11 | 1101 || 000000000 || 09/13 = 00
1001 | 11 | 1110 || 000000000 || 09/14 = 00
1001 | 11 | 1111 || 000000000 || 09/15 = 00
1010 | 11 | 0000 || 011111111 || 10/00 = XX
1010 | 11 | 0001 || 000001010 || 10/01 = 010
1010 | 11 | 0010 || 000000101 || 10/02 = 05
1010 | 11 | 0011 || 000000011 || 10/03 = 03
1010 | 11 | 0100 || 000000010 || 10/04 = 02
1010 | 11 | 0101 || 000000010 || 10/05 = 02
1010 | 11 | 0110 || 000000001 || 10/06 = 01
1010 | 11 | 0111 || 000000001 || 10/07 = 01
1010 | 11 | 1000 || 000000001 || 10/08 = 01
1010 | 11 | 1001 || 000000001 || 10/09 = 01
1010 | 11 | 1010 || 000000001 || 10/10 = 01
1010 | 11 | 1011 || 000000000 || 10/11 = 00
1010 | 11 | 1100 || 000000000 || 10/12 = 00
1010 | 11 | 1101 || 000000000 || 10/13 = 00
1010 | 11 | 1110 || 000000000 || 10/14 = 00
1010 | 11 | 1111 || 000000000 || 10/15 = 00
1011 | 11 | 0000 || 011111111 || 11/00 = XX
1011 | 11 | 0001 || 000001011 || 11/01 = 011
1011 | 11 | 0010 || 000000101 || 11/02 = 05
1011 | 11 | 0011 || 000000011 || 11/03 = 03
1011 | 11 | 0100 || 000000010 || 11/04 = 02
1011 | 11 | 0101 || 000000010 || 11/05 = 02
1011 | 11 | 0110 || 000000001 || 11/06 = 01
1011 | 11 | 0111 || 000000001 || 11/07 = 01
1011 | 11 | 1000 || 000000001 || 11/08 = 01
1011 | 11 | 1001 || 000000001 || 11/09 = 01
1011 | 11 | 1010 || 000000001 || 11/10 = 01
1011 | 11 | 1011 || 000000001 || 11/11 = 01
1011 | 11 | 1100 || 000000000 || 11/12 = 00
1011 | 11 | 1101 || 000000000 || 11/13 = 00
1011 | 11 | 1110 || 000000000 || 11/14 = 00
1011 | 11 | 1111 || 000000000 || 11/15 = 00
1100 | 11 | 0000 || 011111111 || 12/00 = XX
1100 | 11 | 0001 || 000001100 || 12/01 = 012
1100 | 11 | 0010 || 000000110 || 12/02 = 06
1100 | 11 | 0011 || 000000100 || 12/03 = 04
1100 | 11 | 0100 || 000000011 || 12/04 = 03
1100 | 11 | 0101 || 000000010 || 12/05 = 02
1100 | 11 | 0110 || 000000010 || 12/06 = 02
1100 | 11 | 0111 || 000000001 || 12/07 = 01
1100 | 11 | 1000 || 000000001 || 12/08 = 01
1100 | 11 | 1001 || 000000001 || 12/09 = 01
1100 | 11 | 1010 || 000000001 || 12/10 = 01
1100 | 11 | 1011 || 000000001 || 12/11 = 01
1100 | 11 | 1100 || 000000001 || 12/12 = 01
1100 | 11 | 1101 || 000000000 || 12/13 = 00
1100 | 11 | 1110 || 000000000 || 12/14 = 00
1100 | 11 | 1111 || 000000000 || 12/15 = 00
1101 | 11 | 0000 || 011111111 || 13/00 = XX
1101 | 11 | 0001 || 000001101 || 13/01 = 013
1101 | 11 | 0010 || 000000110 || 13/02 = 06
1101 | 11 | 0011 || 000000100 || 13/03 = 04
1101 | 11 | 0100 || 000000011 || 13/04 = 03
1101 | 11 | 0101 || 000000010 || 13/05 = 02
1101 | 11 | 0110 || 000000010 || 13/06 = 02
1101 | 11 | 0111 || 000000001 || 13/07 = 01
1101 | 11 | 1000 || 000000001 || 13/08 = 01
1101 | 11 | 1001 || 000000001 || 13/09 = 01
1101 | 11 | 1010 || 000000001 || 13/10 = 01
1101 | 11 | 1011 || 000000001 || 13/11 = 01
1101 | 11 | 1100 || 000000001 || 13/12 = 01
1101 | 11 | 1101 || 000000001 || 13/13 = 01
1101 | 11 | 1110 || 000000000 || 13/14 = 00
1101 | 11 | 1111 || 000000000 || 13/15 = 00
1110 | 11 | 0000 || 011111111 || 14/00 = XX
1110 | 11 | 0001 || 000001110 || 14/01 = 014
1110 | 11 | 0010 || 000000111 || 14/02 = 07
1110 | 11 | 0011 || 000000100 || 14/03 = 04
1110 | 11 | 0100 || 000000011 || 14/04 = 03
1110 | 11 | 0101 || 000000010 || 14/05 = 02
1110 | 11 | 0110 || 000000010 || 14/06 = 02
1110 | 11 | 0111 || 000000010 || 14/07 = 02
1110 | 11 | 1000 || 000000001 || 14/08 = 01
1110 | 11 | 1001 || 000000001 || 14/09 = 01
1110 | 11 | 1010 || 000000001 || 14/10 = 01
1110 | 11 | 1011 || 000000001 || 14/11 = 01
1110 | 11 | 1100 || 000000001 || 14/12 = 01
1110 | 11 | 1101 || 000000001 || 14/13 = 01
1110 | 11 | 1110 || 000000001 || 14/14 = 01
1110 | 11 | 1111 || 000000000 || 14/15 = 00
1111 | 11 | 0000 || 011111111 || 15/00 = XX
1111 | 11 | 0001 || 000001111 || 15/01 = 015
1111 | 11 | 0010 || 000000111 || 15/02 = 07
1111 | 11 | 0011 || 000000101 || 15/03 = 05
1111 | 11 | 0100 || 000000011 || 15/04 = 03
1111 | 11 | 0101 || 000000011 || 15/05 = 03
1111 | 11 | 0110 || 000000010 || 15/06 = 02
1111 | 11 | 0111 || 000000010 || 15/07 = 02
1111 | 11 | 1000 || 000000001 || 15/08 = 01
1111 | 11 | 1001 || 000000001 || 15/09 = 01
1111 | 11 | 1010 || 000000001 || 15/10 = 01
1111 | 11 | 1011 || 000000001 || 15/11 = 01
1111 | 11 | 1100 || 000000001 || 15/12 = 01
1111 | 11 | 1101 || 000000001 || 15/13 = 01
1111 | 11 | 1110 || 000000001 || 15/14 = 01
1111 | 11 | 1111 || 000000001 || 15/15 = 01
